SK_ID_CURR,TARGET
100001,0.02593782787937431
100005,0.14864278108445617
100013,0.022872632236302474
100028,0.02128196948986348
100038,0.17879365572558306
100042,0.022810840936591466
100057,0.0070365989240800605
100065,0.03236085292764334
100066,0.013870298234857291
100067,0.06938305732550827
100074,0.050898883027316204
100090,0.022081746133073746
100091,0.18319968409825726
100092,0.05116609738502012
100106,0.05647822343806327
100107,0.15664236232459106
100109,0.04242069060474452
100117,0.021151708309389224
100128,0.09520908207560162
100141,0.03257040130883264
100150,0.03896390186439909
100168,0.010417930668030685
100169,0.039146266902802075
100170,0.13727418517178525
100171,0.06890807130981615
100172,0.1206079747247349
100184,0.10758729561732715
100187,0.03816344501377183
100212,0.035244313181256426
100222,0.027702850182073503
100223,0.026099043900879464
100232,0.008220524202314654
100241,0.10645342870906706
100245,0.015643774450287282
100253,0.028314570495701793
100256,0.061335452248268967
100271,0.008905764527402299
100278,0.4197271192867761
100280,0.008459915181317314
100306,0.2318832643434508
100311,0.052244497921377434
100312,0.021247672773869054
100330,0.07580088952875286
100331,0.025259308412759314
100352,0.1045589360970063
100358,0.05729417391863905
100367,0.023712308635870722
100382,0.08469985926890843
100384,0.1345731332932967
100385,0.06719672656233679
100386,0.03425063092430965
100399,0.030437797592499663
100404,0.024004774345815313
100416,0.013394775719380426
100422,0.025904936465628265
100426,0.027154876543083333
100438,0.02560378454185948
100444,0.15785242515085357
100445,0.1318235544232915
100446,0.04825189940409984
100447,0.020236970102242475
100450,0.10579855422801651
100466,0.013493396859380528
100483,0.0177770053572264
100484,0.025250633436088615
100494,0.05259022415718358
100510,0.12640439192366446
100512,0.014756053548182591
100517,0.018996555251250352
100548,0.02246110121567745
100551,0.04099060842824736
100552,0.07608592324113
100553,0.01808337262226442
100561,0.13005718889012857
100568,0.4501415843854458
100569,0.016162131698434307
100591,0.07787547642138186
100592,0.034462185546220506
100602,0.033941446172266035
100607,0.06818090891038808
100613,0.04911052353983851
100617,0.08722174040479416
100618,0.09835717783859188
100622,0.057669959449243545
100625,0.088058434653862
100677,0.08863222271864934
100699,0.030784544134010945
100702,0.4024863553811392
100711,0.025813781166483585
100729,0.11261141057664363
100740,0.16711672925187376
100744,0.10458189655759766
100745,0.04798654133922719
100747,0.097344746202563
100751,0.3906284562864256
100752,0.01939496128590306
100753,0.1788764643525911
100754,0.22181812732418596
100760,0.03590344401746409
100762,0.07416030192841803
100763,0.020624881784650186
100765,0.018914968115159216
100770,0.09159251227805841
100772,0.023730636258179904
100777,0.02197442267637346
100791,0.015401959204854189
100792,0.008781464900512567
100797,0.04149717035304485
100823,0.05769367929861813
100826,0.032556995850613744
100830,0.04515866233480606
100836,0.21751691681010632
100872,0.057828896702392635
100910,0.036880100135985555
100913,0.06121045769735412
100918,0.013374516689376009
100931,0.00981801062036473
100952,0.021651710063620436
100953,0.017619012984117714
100965,0.1424034294893764
100970,0.027365108800716402
100982,0.20420244094518872
100983,0.2426585219763179
100984,0.05445310956230337
100987,0.048327397587346874
100997,0.044830985585058686
100998,0.2108986169206399
101002,0.044338261271220404
101005,0.1436678258828589
101008,0.48062889864862385
101020,0.034926585309044876
101021,0.0493289564950751
101024,0.03806928817855118
